Iteration,Movie,Rating,Timestamp
892,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492737
893,It Takes Two (1995),4,2024-12-28T20:45:50.492782
894,It Takes Two (1995),5,2024-12-28T20:45:50.492827
895,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492871
896,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.492916
897,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492960
898,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.493004
899,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.493049
900,It Takes Two (1995),5,2024-12-28T20:45:50.493094
901,"American President, The (1995)",5,2024-12-28T20:45:50.493138
902,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.493182
903,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.493227
904,When Night Is Falling (1995),4,2024-12-28T20:45:50.493320
905,It Takes Two (1995),5,2024-12-28T20:45:50.493432
906,It Takes Two (1995),5,2024-12-28T20:45:50.493499
907,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.493555
908,It Takes Two (1995),5,2024-12-28T20:45:50.493608
909,It Takes Two (1995),5,2024-12-28T20:45:50.493658
910,It Takes Two (1995),5,2024-12-28T20:45:50.493707
911,It Takes Two (1995),4,2024-12-28T20:45:50.493755
912,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.493799
913,It Takes Two (1995),5,2024-12-28T20:45:50.493860
914,It Takes Two (1995),5,2024-12-28T20:45:50.493904
915,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.493946
916,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.493988
917,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494031
918,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494073
919,It Takes Two (1995),4,2024-12-28T20:45:50.494116
920,It Takes Two (1995),4,2024-12-28T20:45:50.494157
921,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.494199
922,Copycat (1995),3,2024-12-28T20:45:50.494241
923,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.494283
924,It Takes Two (1995),4,2024-12-28T20:45:50.494325
925,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494367
926,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3,2024-12-28T20:45:50.494408
927,Waiting to Exhale (1995),2,2024-12-28T20:45:50.494456
928,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494498
929,It Takes Two (1995),5,2024-12-28T20:45:50.494539
930,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494581
931,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494623
932,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494665
933,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.494706
934,It Takes Two (1995),5,2024-12-28T20:45:50.494748
935,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.494789
936,GoldenEye (1995),4,2024-12-28T20:45:50.494830
937,"American President, The (1995)",5,2024-12-28T20:45:50.494872
938,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494913
939,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494954
940,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.494996
941,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495037
942,It Takes Two (1995),5,2024-12-28T20:45:50.495081
943,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495123
944,It Takes Two (1995),5,2024-12-28T20:45:50.495166
945,It Takes Two (1995),5,2024-12-28T20:45:50.495209
946,It Takes Two (1995),5,2024-12-28T20:45:50.495250
947,"Cry, the Beloved Country (1995)",1,2024-12-28T20:45:50.495292
948,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.495332
949,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495374
950,It Takes Two (1995),5,2024-12-28T20:45:50.495416
951,It Takes Two (1995),5,2024-12-28T20:45:50.495457
952,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495498
953,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.495539
954,It Takes Two (1995),4,2024-12-28T20:45:50.495580
955,It Takes Two (1995),5,2024-12-28T20:45:50.495621
956,It Takes Two (1995),5,2024-12-28T20:45:50.495662
957,It Takes Two (1995),5,2024-12-28T20:45:50.495703
958,It Takes Two (1995),5,2024-12-28T20:45:50.495745
959,It Takes Two (1995),5,2024-12-28T20:45:50.495786
960,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495827
961,It Takes Two (1995),5,2024-12-28T20:45:50.495869
962,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495910
963,"American President, The (1995)",5,2024-12-28T20:45:50.495951
964,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.495992
965,It Takes Two (1995),4,2024-12-28T20:45:50.496033
966,It Takes Two (1995),5,2024-12-28T20:45:50.496075
967,It Takes Two (1995),5,2024-12-28T20:45:50.496117
968,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496159
969,It Takes Two (1995),4,2024-12-28T20:45:50.496201
970,It Takes Two (1995),4,2024-12-28T20:45:50.496243
971,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496284
972,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496326
973,It Takes Two (1995),4,2024-12-28T20:45:50.496372
974,It Takes Two (1995),5,2024-12-28T20:45:50.496415
975,It Takes Two (1995),5,2024-12-28T20:45:50.496456
976,It Takes Two (1995),5,2024-12-28T20:45:50.496498
977,It Takes Two (1995),5,2024-12-28T20:45:50.496540
978,It Takes Two (1995),5,2024-12-28T20:45:50.496581
979,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.496622
980,Carrington (1995),2,2024-12-28T20:45:50.496663
981,It Takes Two (1995),5,2024-12-28T20:45:50.496705
982,It Takes Two (1995),5,2024-12-28T20:45:50.496746
983,It Takes Two (1995),4,2024-12-28T20:45:50.496787
984,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496828
985,It Takes Two (1995),5,2024-12-28T20:45:50.496869
986,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496910
987,It Takes Two (1995),5,2024-12-28T20:45:50.496951
988,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.496992
989,It Takes Two (1995),4,2024-12-28T20:45:50.497034
990,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.497075
991,It Takes Two (1995),5,2024-12-28T20:45:50.497118
992,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.497160
993,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.497201
994,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.497243
995,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.497285
996,It Takes Two (1995),5,2024-12-28T20:45:50.497326
997,It Takes Two (1995),4,2024-12-28T20:45:50.497367
998,Wings of Courage (1995),3,2024-12-28T20:45:50.497408
999,It Takes Two (1995),5,2024-12-28T20:45:50.497449
1000,It Takes Two (1995),5,2024-12-28T20:45:50.497491
